31,-14.410836,38.60114
26,-6.6353846,-41.662033
28,5.38848,7.113902
29,10.016733,-31.155554
37,-33.126022,-26.090727
27,32.6038,13.912644
39,-17.680363,-20.02362
35,20.453655,-37.7189
43,7.4375706,5.907418
38,28.462118,-21.54274
34,13.217017,29.656803
33,-44.968956,6.2585998
41,-52.56111,4.5822034
32,-16.395435,21.900032
58,31.28391,14.83529
40,-10.219149,33.486042
30,7.446167,51.581703
48,3.721656,36.852596
50,36.153454,-10.572599
45,31.0203,-9.353814
44,4.5933847,-25.867838
46,47.25786,-13.21719
36,-52.87547,-5.717561
56,21.91475,6.4461465
42,21.267567,44.401924
55,34.1212,20.734201
67,-39.538437,-23.433598
49,-19.641798,-12.721004
47,2.2239568,0.42250603
65,-35.05622,-23.345789
57,-7.3523498,14.837107
9,16.981915,7.4473815
59,-29.00004,-31.786522
51,-11.344327,-25.75047
52,4.147863,23.242529
54,41.897953,25.82169
60,13.253189,-17.716608
53,31.93173,-23.42509
24,26.10801,37.11358
6,28.864584,34.923954
62,-27.024206,17.266333
71,-5.748769,1.8329728
64,12.424643,-13.338904
72,16.975912,12.083355
17,-31.758215,28.586525
63,-15.428176,44.504936
22,45.39055,-0.84061104
91,-39.430016,-37.48595
85,-11.315188,47.09609
11,-14.416181,-49.801537
86,28.774298,-17.865171
25,-42.493988,-27.007952
15,1.6361015,-15.013565
80,-4.349749,-2.060368
79,25.982851,26.62621
68,-19.415361,40.08238
73,12.5508175,23.648972
92,-24.341745,-20.238274
10,1.4036162,17.821522
83,20.594297,46.095783
70,45.264378,-22.358099
117,-47.192577,0.17106467
61,17.601862,-33.471916
76,11.028802,29.20996
82,42.53034,22.356169
1,-2.671175,46.547623
20,-31.274364,37.06436
90,53.441956,11.40461
140,-23.041817,33.09054
14,-34.012318,4.6344275
88,49.130817,5.8247485
16,20.819565,-49.69895
21,28.353807,18.576345
0,16.090609,-14.090996
93,21.086685,26.037342
89,23.41443,-16.657438
84,8.474585,-14.556977
99,32.08057,-17.739218
110,-13.551445,40.989613
69,-14.753218,-4.5441546
165,32.870213,18.342485
2,-43.48104,-2.6428752
87,43.99146,5.569548
101,-3.1846952,-45.063797
95,24.467148,-11.664294
123,45.324078,5.3957033
94,-22.855188,-1.2801714
77,26.27313,-29.47158
96,-22.972183,-29.10161
3,-34.593792,17.189856
12,16.986341,25.875216
119,-14.203231,33.315254
104,-12.022186,-41.129047
100,21.21433,-29.025848
128,-32.05139,8.297587
97,6.656565,20.697807
108,-23.986917,18.84625
111,-17.957642,-2.4774292
105,-23.097948,4.2953987
4,-43.985218,16.351141
127,-22.236292,3.7589536
18,51.81931,5.645846
78,8.095738,-22.449514
19,3.364553,37.602253
121,0.13660684,-51.192368
106,-39.852123,-16.613583
120,-5.389666,40.319668
7,24.73701,6.5358286
98,-42.674038,-15.687174
75,-8.512753,24.674017
133,22.377674,35.165623
166,36.977924,-3.5409722
130,20.658144,22.02895
141,27.917984,30.752588
135,40.809517,-26.319365
113,-8.187695,5.8689766
112,23.113983,-37.22193
139,22.681606,27.588488
66,-26.440174,-27.302574
74,36.8928,14.241055
8,-7.5530553,-31.251286
132,-8.333149,8.743503
153,1.3441249,-3.8936257
107,-15.197016,43.064533
81,-13.6470375,-15.834766
173,-39.588055,29.289942
115,-17.913038,9.409562
144,-21.576015,-23.62176
157,-3.264574,18.405851
138,-25.429422,22.41582
118,9.267935,31.50287
199,-19.152859,-28.52211
131,16.654232,-10.471835
175,5.1172075,-48.064934
122,-16.96738,-32.543373
116,-25.474173,28.681082
124,-10.726486,-12.483773
240,-20.112425,-19.827894
149,-49.551464,-5.3608336
159,52.671066,0.37608394
269,3.6237397,-16.535585
103,-1.4319307,42.59175
203,-21.959015,-25.001389
174,-25.755878,33.400043
177,-9.386352,23.773306
129,-34.13458,23.348156
137,12.7089205,-20.01508
196,-51.07891,-12.931492
134,28.529568,-9.427338
191,-51.33471,18.200674
223,8.935586,-4.79235
146,30.086302,-32.826534
188,-35.558605,6.0232186
109,5.893171,-3.7555633
143,-15.356523,-40.600742
236,5.776254,35.48332
254,-16.86957,4.491181
218,36.71016,15.293692
167,-30.900578,30.829576
180,20.804419,24.833757
201,1.7115496,-18.20458
238,5.918919,3.0113175
168,45.903095,-1.8065376
186,37.71507,18.98046
181,17.995327,-43.907078
150,-2.2817516,2.4736724
209,-18.642057,47.10246
142,1.6884258,7.3223953
232,-41.842968,-0.67285955
154,-9.159081,41.992798
102,-1.9208001,7.7043915
147,4.230379,24.662973
155,-19.858538,-7.2964587
182,1.8809669,33.552425
126,-18.96674,-14.20429
274,19.447248,-9.173459
125,-32.666702,-35.622654
194,-40.149677,33.42551
216,31.806963,2.0171025
189,50.4436,5.7954264
151,31.663683,-14.316287
160,-11.4363365,29.994137
192,-17.946972,3.8278854
163,42.48865,-22.267988
5,27.885838,16.873926
267,27.762869,14.093857
136,-22.85578,-20.599707
222,14.062527,-34.053677
148,-32.484856,-33.2616
169,38.920982,-25.077154
234,-26.168074,-18.769293
277,27.692366,2.868575
179,-45.985233,10.325693
336,46.191242,-9.691835
202,37.102787,-35.000576
13,36.529297,-8.034713
114,19.475206,29.20971
256,10.127815,18.119835
170,-18.106035,-37.510784
161,8.213833,39.558525
164,-0.81278706,16.528547
205,12.558002,43.142914
213,35.3538,-23.141085
211,53.79885,-12.454668
258,-35.692085,11.462938
152,25.6559,14.118113
307,-19.545069,46.297756
187,11.967917,42.135025
184,-29.023577,28.992931
156,-11.248125,-36.779533
233,21.640741,22.921623
328,-16.399885,-8.590782
185,-51.813953,-13.667313
249,39.945377,-16.379519
171,-27.557037,-24.888084
195,-2.4375975,31.75741
197,47.97474,-14.809937
237,-6.7581005,41.14413
23,48.35573,23.484404
204,-36.760857,-11.882721
212,9.619488,-19.82926
214,49.672836,18.681555
158,30.512636,-8.277339
221,8.71983,-11.603216
356,-29.639576,19.792526
265,-12.435564,-14.650217
178,8.455748,9.4609585
281,-3.4606469,10.409889
359,-6.1672177,0.5487926
358,48.46688,20.477352
384,24.934,32.07545
206,-14.927674,37.313564
260,28.74937,8.589852
162,18.779398,10.12189
226,-15.480602,20.178967
242,18.864088,4.3414974
247,27.854015,-19.02689
210,-10.914354,16.653221
305,37.973145,-36.004986
246,11.340391,-23.93867
230,9.586965,52.510735
301,3.3206382,-36.55724
302,53.27495,0.6992946
293,-16.590364,9.949879
244,25.694448,42.89398
262,34.416405,-3.1231782
207,5.2856126,-19.42661
280,-0.9831771,-0.45262477
227,-26.74802,-27.966192
183,13.559548,-31.622156
172,-23.952345,-0.41959333
231,20.769892,-12.462241
264,-3.1992953,49.958042
225,-43.342957,-6.9598947
250,0.8682253,-21.684341
361,-18.648708,20.574224
299,40.13046,31.84031
145,12.059532,-27.945898
193,37.32168,9.726932
272,-6.5971656,-14.774533
243,32.865402,10.746153
338,0.35145092,30.006514
241,47.412193,5.38457
320,-31.809723,-43.955696
340,16.062542,-1.5564795
436,36.923523,-6.5997343
287,-30.77405,-26.982435
239,30.565231,0.32545984
357,36.56966,-30.106941
224,-16.353306,-26.096447
252,19.8201,3.2144902
403,52.459667,-8.943261
208,-20.225513,-47.56834
283,-30.258287,-31.421284
310,-7.6604996,-17.951628
386,44.48358,11.501494
331,23.84491,-18.480808
215,-10.434997,-32.348724
229,-38.740112,-37.45618
219,-21.222445,-39.93518
273,-35.746033,-20.76127
402,21.089455,41.402313
266,0.7109555,-41.23551
345,45.93715,-22.468634
315,-27.362974,37.444798
228,-7.811869,19.223225
395,47.807224,21.810661
304,-10.268822,-39.04745
217,40.43445,-18.224596
292,7.557666,33.03281
271,19.403618,-50.521107
400,17.462393,-20.89881
248,-20.985985,38.799236
235,-35.848923,-7.910235
282,-33.8109,-17.11647
374,1.7202146,27.584679
378,29.27512,5.0845776
